#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1	GSL|100.0|MK402142|SH1883563.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis dimorpha	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis dimorpha	No hit
OTU16339	GS|97.7|JN195701|SH1169252.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU16340	GS|97.2|KY073420|SH1547057.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Didymella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Didymella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU16341	GS|85.4|UDB0752726|SH2734855.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16343	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16346	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16347	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16351	SS|0.9900|LR744068|SH1532271.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium citrinum	k:Fungi	No hit
OTU16352	GS|92.0|KC966185|SH1243266.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit	No hit
OTU16353	GS|99.7|KC806293|SH1522826.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys,s:Clonostachys rogersoniana	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys,s:Clonostachys rogersoniana	k:Fungi,p:Ascomycota	No hit
OTU16354	SS|1.0000|UDB0766726|SH2598856.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hysterangiales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hysterangiales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hysterangiales	No hit
OTU16356	GS|82.7|KM208098|SH1240274.08FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota	No hit	No hit
OTU16358	SS|0.9600|UDB0320659|SH2723456.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	k:Fungi,p:Ascomycota	No hit
OTU16363	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16366	SS|0.8000|MT294404|SH1529682.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora,s:Cladophialophora chaetospira	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU16368	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16369	GS|99.1|MF971155|SH1143955.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU16370	GS|70.7|UDB0243452|SH1505630.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	No hit	No hit
OTU16372	GS|78.7|UDB014917|SH3352098.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	No hit	No hit
OTU16376	GS|99.4|HM239785|SH1543038.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU16377	SS|1.0000|UDB0350434|SH2728268.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
OTU16378	GS|99.0|UDB0520370|SH2743388.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	No hit
OTU16380	GS|89.5|MW215387|SH2700898.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16384	GS|99.3|UDB0179037|SH1523559.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella,s:Kockovaella chinensis	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella,s:Kockovaella chinensis	No hit
OTU16387	SS|1.0000|KP177194|SH1554403.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota	No hit
OTU16388	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16389	GS|89.3|MW216250|SH1512816.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16397	SS|0.8600|GU973696|SH1544738.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU16402	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16403	SS|0.8400|UDB0121050|SH2727320.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	No hit
OTU16404	GS|97.0|KP191851|SH1148902.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Descomyces	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Descomyces	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Descomyces	No hit
OTU16408	GS|99.1|KU186803|SH1611364.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	No hit
OTU16409	SS|0.9600|GU054164|SH1193376.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU16410	GS|97.7|UDB0251733|SH1538470.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales,g:Operculomyces,s:Operculomyces laminatus	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales,g:Operculomyces	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales,g:Operculomyces,s:Operculomyces laminatus	No hit
OTU16411	GS|97.2|GQ292749|SH1642176.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia polymorpha	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia polymorpha	k:Fungi	No hit
OTU16412	SS|1.0000|JX043097|SH1242173.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	No hit
OTU16414	GS|97.2|KP998459|SH1544730.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Poaceascoma,s:Poaceascoma helicoides	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Poaceascoma,s:Poaceascoma helicoides	No hit	No hit
OTU16415	GS|98.9|MF683448|SH1567968.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma lacuwombatense	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma lacuwombatense	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma	No hit
OTU16417	SS|1.0000|KY747461|SH1181670.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	No hit
OTU16421	GS|98.6|GQ851876|SH1154570.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU16422	SS|0.8200|UDB0422265|SH2613733.08FU;k:Fungi	k:Viridiplantae,p:Chlorophyta,c:Trebouxiophyceae,o:Trebouxiales,f:Trebouxiaceae,g:Trebouxia	k:Fungi	No hit
OTU16423	GS|98.5|MF971483|SH1142776.08FU;k:Fungi,p:Rozellomycota	k:Fungi	k:Fungi,p:Rozellomycota	No hit
OTU16424	GS|99.4|LR585035|SH1551671.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Biscogniauxia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Biscogniauxia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Biscogniauxia	No hit
OTU16426	GS|99.4|AB519800|SH1565600.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Cryptococcus	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Cryptococcus	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Cryptococcus	No hit
OTU16427	SS|0.8500|MK651619|SH1573130.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota,s:Lepiota ignivolvata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota	No hit
OTU16429	SS|0.9900|KY462572|SH1179523.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Ruhlandiella	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Ruhlandiella	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Ruhlandiella	No hit
OTU16433	GS|73.5|HQ022138|SH1529829.08FU;k:Fungi,p:Calcarisporiellomycota,c:Calcarisporiellomycetes,o:Calcarisporiellales,f:Calcarisporiellaceae,g:Calcarisporiella	k:Fungi,p:Calcarisporiellomycota,c:Calcarisporiellomycetes,o:Calcarisporiellales,f:Calcarisporiellaceae,g:Calcarisporiella	No hit	No hit
OTU16434	SS|1.0000|JX974785|SH1571588.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
OTU16435	SS|0.9500|JQ218220|SH1160098.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Claroideoglomeraceae,g:Claroideoglomus	k:Fungi	No hit
OTU16438	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16439	SS|1.0000|UDB0586465|SH1505630.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi	No hit
OTU16440	GS|70.3|LC312215|SH1563428.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae,g:Tuber,s:Tuber himalayense	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae,g:Tuber,s:Tuber himalayense	No hit	No hit
OTU16441	SS|0.9800|HG937071|SH1561828.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,f:Chrysozymaceae	k:Fungi	No hit
OTU16442	SS|1.0000|UDB0158682|SH2729423.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Xylaria	k:Fungi	No hit
OTU16445	SS|0.9400|KX950437|SH1525701.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Cyanodermella	k:Fungi	No hit
OTU16447	GS|100.0|MH267816|SH1605782.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Acremoniopsis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Acremoniopsis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Acremoniopsis	No hit
OTU16448	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16450	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16452	SS|0.8200|KP313583|SH1553684.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita frostiana	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU16455	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16456	SS|0.8900|KT328768|SH1579780.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU16457	GS|73.9|AB848482|SH1587494.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Elaphomycetaceae,g:Elaphomyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Elaphomycetaceae,g:Elaphomyces	No hit	No hit
OTU16459	GS|100.0|UDB0366769|SH2727640.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Simplicillium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Simplicillium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae	No hit
OTU16460	GS|98.4|KY931791|SH1237309.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,g:Lentomitella,s:Lentomitella sulcata	k:Fungi,p:Ascomycota,c:Sordariomycetes,g:Lentomitella,s:Lentomitella sulcata	k:Fungi,p:Ascomycota,c:Sordariomycetes,g:Lentomitella	No hit
OTU16463	GS|84.1|JX174745|SH1564085.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16464	GS|86.6|UDB0758180|SH1186767.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit	No hit
OTU16468	GS|97.0|UDB0371035|SH2735411.08FU;k:Ichthyosporia	k:Ichthyosporia	k:Ichthyosporia	No hit
OTU16469	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16482	GS|92.5|UDB0500962|SH2740738.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	No hit
OTU16483	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16487	SS|0.9800|UDB042453|SH2601543.08FU;k:Fungi,p:Kickxellomycota,c:Kickxellomycetes,o:Kickxellales,f:Kickxellaceae,g:Spiromyces	k:Fungi,p:Kickxellomycota,c:Kickxellomycetes,o:Kickxellales	k:Fungi,p:Kickxellomycota,c:Kickxellomycetes,o:Kickxellales,f:Kickxellaceae,g:Spiromyces	No hit
OTU16488	SS|0.8300|MF580460|SH1157482.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU16489	GS|97.5|KF206451|SH1175156.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae	No hit
OTU16494	GS|100.0|KC180659|SH1647282.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae	No hit
OTU16495	GS|97.7|UDB051597|SH3327481.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU16496	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16498	GS|89.2|KF296868|SH1241222.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit	No hit
OTU16499	SS|0.9000|KY687644|SH1571565.08FU;k:Fungi	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi	No hit
OTU16500	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16506	SS|0.9700|KC965986|SH1564758.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae	No hit
OTU16507	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16508	GS|75.3|KX611562|SH1145644.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola	No hit	No hit
OTU16510	GS|93.6|LT608052|SH1171284.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16511	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16513	SS|0.8900|KY105813|SH1525605.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,f:Chrysozymaceae,g:Udeniozyma,s:Udeniozyma ferulica	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,f:Chrysozymaceae,g:Udeniozyma,s:Udeniozyma ferulica	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,f:Chrysozymaceae,g:Udeniozyma,s:Udeniozyma ferulica	No hit
OTU16514	GS|99.7|KU173862|SH1635793.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Uncispora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Uncispora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU16515	SS|0.9700|KT157052|SH1557552.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Boletaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Boletaceae,g:Cupreoboletus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Boletaceae	No hit
OTU16516	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16517	SS|0.9100|KY462557|SH1151659.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU16518	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16519	SS|1.0000|UDB0319657|SH1564626.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Scytalidium	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU16520	SS|1.0000|KF206454|SH1548972.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae,g:Acaulospora	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae	No hit
OTU16522	GS|99.1|MF971230|SH1170515.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU16523	GS|80.6|UDB014917|SH3352098.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	No hit	No hit
OTU16524	GS|98.5|JX042774|SH1160120.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU16525	GS|94.4|KF206434|SH1175156.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae	No hit	No hit
OTU16527	SS|0.9700|KF297173|SH1509520.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU16530	GS|85.7|KF274331|SH2700839.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16531	GS|97.7|UDB0568130|SH3332663.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU16534	GSL|100.0|MW042354|SH1612873.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	No hit
OTU16536	GS|73.9|KC965193|SH1181341.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU16537	SS|1.0000|UDB028692|SH1174799.08FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales,g:Densospora	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales,g:Densospora	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales,g:Densospora	No hit
OTU16538	SS|0.8500|JX857230|SH1565797.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU16542	SS|1.0000|KC222813|SH1172238.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU16544	SS|0.9300|KP308811|SH1188775.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe phaeosquarrosa	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	No hit
OTU16546	GS|79.6|KY102389|SH1149212.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida santjacobensis	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida santjacobensis	No hit	No hit
OTU16547	GS|72.9|JX445098|SH1246958.08FU;k:Metazoa,p:Nematoda,c:Dorylaimea,o:Dorylaimida,f:Longidoridae,g:Longidorus,s:Longidorus rubi	k:Metazoa,p:Nematoda,c:Dorylaimea,o:Dorylaimida,f:Longidoridae,g:Longidorus,s:Longidorus rubi	No hit	No hit
OTU16551	GS|73.4|MT236912|SH3568585.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16553	SS|1.0000|GU174290|SH1182770.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit
OTU16556	SS|1.0000|FJ553093|SH1544334.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	No hit
OTU16558	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16561	GS|98.6|JQ925630|SH1238061.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Geomoriaceae,g:Geomorium	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Geomoriaceae,g:Geomorium	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Geomoriaceae,g:Geomorium	No hit
OTU16563	GS|86.9|UDB0640474|SH3324568.08FU;k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota	No hit	No hit
