#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1	GS|100.0|CP000139_S002287548;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:Bacteroidaceae,g:Bacteroides;	k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:Bacteroidaceae,g:Bacteroides;	k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:Bacteroidaceae,g:Bacteroides	No hit
OTU5169	SS|0.9800|FR733708_S002304665;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Microvirga;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5174	SS|0.8300|AJ458462_S000130885;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales	k:Bacteria,p:"Actinobacteria",c:Thermoleophilia,o:Thermoleophilales,f:Thermoleophilaceae,g:Thermoleophilum;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales	No hit
OTU5189	SS|0.9200|AM850678_S000925699;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera	No hit
OTU5193	SS|0.8200|AJ535710_S000351835;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae	No hit
OTU5210	SS|1.0000|HQ157187_S002234062;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Thermomonosporaceae,g:Actinomadura;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5219	SS|1.0000|D86512_S000010801;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Acidisphaera;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	No hit
OTU5239	GS|98.1|AB037000_S000383150;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae,g:Actinoplanes;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae,g:Actinoplanes;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae	No hit
OTU5248	SS|0.8500|D85485_S000435864;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Streptosporangiaceae	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Streptosporangiaceae,g:Herbidospora;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Streptosporangiaceae	No hit
OTU5256	SS|1.0000|AY238513_S000368118;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Tsukamurellaceae,g:Tsukamurella;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5258	SS|0.8700|EF519867_S001094905;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,g:Elioraea;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5259	SS|0.9900|AJ535710_S000351835;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5286	SS|0.9000|D25313_S000413605;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Rhodoplanes;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5322	SS|1.0000|AY326524_S000139658;k:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis	k:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis;	k:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis	No hit
OTU5349	SS|0.8700|AB327248_S000925474;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Catenulisporaceae,g:Catenulispora;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5358	SS|1.0000|JQ346802_S003290742;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Cryptosporangiaceae,g:Jatrophihabitans;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5379	SS|1.0000|KJ406703_S004088382;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Roseiarcaceae,g:Roseiarcus;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5389	SS|0.9800|HQ231274_S002443416;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bradyrhizobium;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5390	SS|0.8400|AJ535711_S000351836;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5394	SS|0.8500|JF423906_S002447326;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella	No hit
OTU5401	SS|1.0000|HQ231274_S002443416;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bradyrhizobium;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5406	SS|1.0000|FN391026_S001418752;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5410	SS|1.0000|AJ293704_S000254866;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Thermomonosporaceae,g:Actinocorallia;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5414	SS|0.9500|EF457351_S000834776;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1	No hit
OTU5420	SS|1.0000|EU543662_S001096478;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Kineosporiaceae,g:Kineococcus;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5428	SS|0.8500|AJ535711_S000351836;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5434	SS|0.9200|AJ535710_S000351835;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5436	SS|1.0000|AJ512462_S000091708;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Allokutzneria;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5437	SS|1.0000|JF424606_S002911600;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5453	SS|1.0000|FJ455532_S001242381;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Dongia;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5455	SS|0.8200|JF423906_S002447326;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella	No hit
OTU5457	SS|1.0000|AB223089_S000652639;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5458	SS|0.9700|AY180961_S000400217;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Komagataeibacter;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5459	SS|0.8000|EU332825_S000980723;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter	No hit
OTU5505	SS|1.0000|EF592609_S000871544;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Kaistia;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5513	SS|0.8900|EU551683_S001263651;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Lechevalieria;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5521	SS|1.0000|FN391026_S001418752;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5542	SS|1.0000|AJ292590_S000017652;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2	No hit
OTU5544	SS|1.0000|AJ582044_S000144746;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2	No hit
OTU5586	SS|0.9300|AJ535710_S000351835;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5594	SS|1.0000|AJ535710_S000351835;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5601	SS|0.9900|AJ458462_S000130885;k:Bacteria,p:"Actinobacteria"	k:Bacteria,p:"Actinobacteria",c:Thermoleophilia,o:Thermoleophilales,f:Thermoleophilaceae,g:Thermoleophilum;	k:Bacteria,p:"Actinobacteria"	No hit
OTU5607	SS|0.9900|CP000481_S002287801;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5622	SS|1.0000|DQ986200_S000736608;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Aquisphaera;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5632	SS|0.8600|GU125653_S002224174;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Salinarimonas;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5633	SS|1.0000|DQ528760_S002350431;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Edaphobacter;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1	No hit
OTU5634	SS|0.9500|AJ292684_S000017061;k:Bacteria,p:candidate_division_WPS-2,g:WPS-2_genera_incertae_sedis	k:Bacteria,p:candidate_division_WPS-2,g:WPS-2_genera_incertae_sedis;	k:Bacteria,p:candidate_division_WPS-2,g:WPS-2_genera_incertae_sedis	No hit
OTU5645	SS|0.8000|AJ535711_S000351836;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5659	SS|0.9800|KC109787_S003750313;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5684	SS|0.8600|JQ436923_S003312544;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Endobacter;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5691	SS|0.8800|AB245334_S000627870;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter	No hit
OTU5700	SS|0.9000|AY788950_S000610642;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Granulibacter;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5717	SS|1.0000|DQ986200_S000736608;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Aquisphaera;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5731	SS|0.9600|HQ823551_S002445814;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5737	SS|0.8200|KC109787_S003750313;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5741	GS|97.8|AJ512462_S000091708;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Allokutzneria;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Allokutzneria;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae	No hit
OTU5759	SS|0.8700|JF423906_S002447326;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella	No hit
OTU5775	SS|1.0000|JF346422_S003756759;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Cellulomonadaceae,g:Cellulomonas;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5782	SS|1.0000|CP000473_S002290405;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Candidatus_Solibacter;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3	No hit
OTU5794	SS|0.9800|KC625488_S003720159;k:Bacteria,p:"Proteobacteria"	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Desertibacter;	k:Bacteria,p:"Proteobacteria"	No hit
OTU5796	SS|0.9600|Y18946_S000089783;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylocystaceae,g:Methylosinus;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5799	SS|0.9300|D25313_S000413605;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5827	SS|0.9500|AJ519386_S000102346;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3	No hit
OTU5830	SS|0.9800|HQ231274_S002443416;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bradyrhizobium;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5846	SS|0.9700|AB597950_S002440613;k:Bacteria,p:"Actinobacteria"	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Conexibacteraceae,g:Conexibacter;	k:Bacteria,p:"Actinobacteria"	No hit
OTU5859	SS|0.8600|AJ292581_S000022859;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1	No hit
OTU5862	SS|1.0000|AJ582044_S000144746;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2	No hit
OTU5874	SS|0.9900|D86513_S000011943;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Rhodopila;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	No hit
OTU5900	SS|1.0000|X92613_S000016069;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae,g:Micromonospora;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5916	SS|0.9200|EF519867_S001094905;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,g:Elioraea;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5918	SS|0.9700|EF457396_S000834821;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1	No hit
OTU5920	SS|0.9300|AJ535710_S000351835;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU5941	SS|1.0000|JQ346802_S003290742;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Cryptosporangiaceae,g:Jatrophihabitans;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5942	SS|0.9500|EF457362_S000834787;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16	No hit
OTU5956	SS|0.9900|AJ458462_S000130885;k:Bacteria,p:"Actinobacteria"	k:Bacteria,p:"Actinobacteria",c:Thermoleophilia,o:Thermoleophilales,f:Thermoleophilaceae,g:Thermoleophilum;	k:Bacteria,p:"Actinobacteria"	No hit
OTU5964	SS|1.0000|AB056321_S000469432;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Kozakia;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	No hit
OTU5974	SS|0.8700|FN391026_S001418752;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera	No hit
OTU5981	SS|0.8400|Y10110_S000011973;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Magnetospirillum;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae	No hit
OTU6024	SS|0.9600|FR733708_S002304665;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Microvirga;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU6030	SS|1.0000|CP000481_S002287801;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Acidothermaceae,g:Acidothermus;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
